model,make,year,number_seats,weight_in_kg,price_in_euro,ride,current_timestamp,ambient_light_level_in_lux,fuel_level_in_percent,tire_pressure,acceleration,speed,engine_temperature,engine_rpm,engine_oil_pressure,cruise_control,cruise_control_speed
E-Class,Mercedes-Benz,2022,5,1780,20000,99,11,4626,0.42950713438982696,2.1656809575646356,2.455329683766636,28,89.87028986164748,3320,113.21621958495332,False,
E-Class,Mercedes-Benz,2022,5,1780,20000,99,12,4606,0.4137352777567721,2.1656809575646356,4.734027406980813,32,95.87483505906324,5130,116.72855768540417,False,
E-Class,Mercedes-Benz,2022,5,1780,20000,99,13,4544,0.39796342112371724,2.1656809575646356,5.291341990338857,36,94.86280717774176,5907,153.31941281013079,False,
E-Class,Mercedes-Benz,2022,5,1780,20000,99,14,4514,0.3921915644906624,2.1656809575646356,-3.043119629107128,33,85.0,3056,88.95501822020569,False,
E-Class,Mercedes-Benz,2022,5,1780,20000,99,15,4427,0.38641970785760754,2.1656809575646356,-4.017986807987243,29,85.0,2143,58.67716064783032,False,
E-Class,Mercedes-Benz,2022,5,1780,20000,99,16,4345,0.3806478512245527,2.1656809575646356,-1.0444923177360321,28,85.0,2563,56.2657619402027,False,
E-Class,Mercedes-Benz,2022,5,1780,20000,99,17,4323,0.36487599459149783,2.1656809575646356,0.04881450852069125,28,85.0,4202,137.12507019548022,False,
E-Class,Mercedes-Benz,2022,5,1780,20000,99,18,4312,0.349104137958443,2.1656809575646356,5.777875845034127,33,89.63805224700094,3597,106.91695367876737,False,
E-Class,Mercedes-Benz,2022,5,1780,20000,99,19,4217,0.3333322813253881,2.1656809575646356,2.6206110829180704,35,88.53974173855642,4501,141.81202297851897,False,
E-Class,Mercedes-Benz,2022,5,1780,20000,99,20,4119,0.31756042469233325,2.1656809575646356,6.8029896376723915,40,95.48220536308045,6346,153.0152986555704,False,
E-Class,Mercedes-Benz,2022,5,1780,20000,99,21,4020,0.3017885680592784,2.1656809575646356,2.958862651399887,42,89.70903386223245,4064,120.8012737866014,False,
E-Class,Mercedes-Benz,2022,5,1780,20000,99,22,4005,0.28601671142622354,2.1656809575646356,4.055382274719804,45,96.23320403405725,5675,176.9956290717958,False,
E-Class,Mercedes-Benz,2022,5,1780,20000,99,23,3926,0.2702448547931687,2.1656809575646356,7.722357745706755,51,95.41805137296937,6245,160.9612378429777,False,
E-Class,Mercedes-Benz,2022,5,1780,20000,99,24,3863,0.2544729981601138,2.1656809575646356,10.0,59,101.17041326704124,5929,147.42527549507264,False,
E-Class,Mercedes-Benz,2022,5,1780,20000,99,25,3827,0.23870114152705899,2.1656809575646356,10.0,67,94.0153339824614,5589,113.85296123620537,False,
E-Class,Mercedes-Benz,2022,5,1780,20000,99,26,3771,0.22292928489400415,2.1656809575646356,10.0,75,97.96179825958666,6536,159.88644711780614,False,
E-Class,Mercedes-Benz,2022,5,1780,20000,99,27,3746,0.20715742826094932,2.1656809575646356,5.6340636130473944,79,93.45091251206979,4115,129.96248998388958,False,
E-Class,Mercedes-Benz,2022,5,1780,20000,99,28,3687,0.1913855716278945,2.1656809575646356,7.593658534985709,85,92.14321674308941,6970,168.86577298035354,False,
E-Class,Mercedes-Benz,2022,5,1780,20000,99,29,3684,0.17561371499483966,2.1656809575646356,10.0,93,100.50103326107288,5897,148.92888045110305,False,
E-Class,Mercedes-Benz,2022,5,1780,20000,99,30,3611,0.15984185836178483,2.1656809575646356,10.0,101,103.82235837042757,6124,154.95955403904165,False,
E-Class,Mercedes-Benz,2022,5,1780,20000,99,31,3517,0.14407000172873,2.1656809575646356,2.5471322617145846,103,85.80849540148812,4844,105.79648310163063,False,
E-Class,Mercedes-Benz,2022,5,1780,20000,99,32,3471,0.13829814509567515,2.1656809575646356,-3.0580141183687495,100,85.0,1853,48.19596191087133,False,
E-Class,Mercedes-Benz,2022,5,1780,20000,99,33,3446,1.0,2.1656809575646356,-6.2407220131630226,94,85.0,3120,103.77050390434252,False,
E-Class,Mercedes-Benz,2022,5,1780,20000,99,34,3354,0.9942281433669452,2.1656809575646356,-8.612837113553093,86,85.0,800,0.0,False,
E-Class,Mercedes-Benz,2022,5,1780,20000,99,35,3268,0.9884562867338904,2.1656809575646356,-5.095117519290289,81,85.0,800,27.78712639370238,False,
E-Class,Mercedes-Benz,2022,5,1780,20000,99,36,3208,0.9826844301008356,2.1656809575646356,-10.0,72,85.0,1585,81.24334127056613,False,
E-Class,Mercedes-Benz,2022,5,1780,20000,99,37,3132,0.9769125734677808,2.1656809575646356,-10.0,63,85.0,1386,52.68656217200677,False,
E-Class,Mercedes-Benz,2022,5,1780,20000,99,38,3075,0.971140716834726,2.1656809575646356,-10.0,54,85.0,800,38.38499172284055,False,
E-Class,Mercedes-Benz,2022,5,1780,20000,99,39,3019,0.9653688602016712,2.1656809575646356,-7.710427946941373,47,85.0,1198,18.575021445927117,False,
E-Class,Mercedes-Benz,2022,5,1780,20000,99,40,2969,0.9595970035686164,2.1656809575646356,-4.397830081695718,43,85.0,1734,56.675258307266574,False,
E-Class,Mercedes-Benz,2022,5,1780,20000,99,41,2872,0.9538251469355616,2.1656809575646356,-9.25268525959006,34,85.0,800,0.0,False,
E-Class,Mercedes-Benz,2022,5,1780,20000,99,42,2856,0.9480532903025068,2.1656809575646356,-9.670056641758295,25,85.0,1331,43.798411065332225,False,
E-Class,Mercedes-Benz,2022,5,1780,20000,99,43,2787,0.942281433669452,2.1656809575646356,-6.1165890949529285,19,85.0,800,42.61032368154102,False,
E-Class,Mercedes-Benz,2022,5,1780,20000,99,44,2699,0.9365095770363973,2.1656809575646356,-0.8611681503746222,18,85.0,2978,136.9727624276108,False,
E-Class,Mercedes-Benz,2022,5,1780,20000,99,45,2686,0.9207377204033425,2.1656809575646356,2.8474978528314927,20,89.3791153767405,3026,108.35712618460876,False,
E-Class,Mercedes-Benz,2022,5,1780,20000,99,46,2646,0.9149658637702877,2.1656809575646356,-7.209752924263578,13,85.0,2782,58.276384082427285,False,
E-Class,Mercedes-Benz,2022,5,1780,20000,99,47,2611,0.9088497526660885,2.0437823621970956,-2.898694742619388,10,85.0,2822,97.40013209581312,False,
E-Class,Mercedes-Benz,2022,5,1780,20000,99,48,2571,0.9027336415618893,2.0437823621970956,-1.3232320009496885,8,85.0,4411,142.95289515710488,False,
E-Class,Mercedes-Benz,2022,5,1780,20000,99,49,2527,,2.0437823621970956,-10.0,0,85.0,1466,47.20229884479479,False,
E-Class,Mercedes-Benz,2022,5,1780,20000,99,50,2432,,2.0437823621970956,-10.0,0,85.0,800,8.868087742177849,False,
Mustang,Ford,2014,4,1685,20000,100,1,11060,0.941851483669925,1.771698160100892,-10.0,60,85.0,1676,40.53659158266905,False,
Mustang,Ford,2014,4,1685,20000,100,2,11018,0.934796105794899,1.771698160100892,-10.0,52,85.0,800,66.82999257184886,False,
Mustang,Ford,2014,4,1685,20000,100,3,11012,0.927740727919873,1.771698160100892,-10.0,44,85.0,2196,37.42351865634727,False,
Mustang,Ford,2014,4,1685,20000,100,4,10952,0.9206853500448471,1.771698160100892,-10.0,36,85.0,800,47.613032901519645,False,
Mustang,Ford,2014,4,1685,20000,100,5,10869,0.9136299721698211,1.771698160100892,-2.0282783661157753,34,85.0,4664,132.88269617560275,False,
Mustang,Ford,2014,4,1685,20000,100,6,10782,,1.771698160100892,2.8938247553222096,36,87.93853452133949,5556,146.52551665100492,False,
Mustang,Ford,2014,4,1685,20000,100,7,10687,,1.771698160100892,5.1492883242481025,39,91.03561254111166,4400,125.3412074394542,False,
Mustang,Ford,2014,4,1685,20000,100,8,10615,,1.771698160100892,-5.297615903572407,35,85.0,2363,88.5633069489544,False,
Mustang,Ford,2014,4,1685,20000,100,9,10540,,1.771698160100892,-6.11877480773392,30,85.0,2385,70.9225246566269,False,
Mustang,Ford,2014,4,1685,20000,100,10,10484,,1.771698160100892,-8.506634652719004,23,85.0,800,38.992442226816394,False,
Mustang,Ford,2014,4,1685,20000,100,11,10443,,1.771698160100892,-2.9454783093623975,20,85.0,3909,120.64991742702223,False,
Mustang,Ford,2014,4,1685,20000,100,12,10407,0.8442423270446393,1.771698160100892,-6.755788169493236,15,85.0,2947,107.43836724971912,False,
Mustang,Ford,2014,4,1685,20000,100,13,10315,0.8371869491696133,1.771698160100892,-3.4842634559943986,12,85.0,2170,34.38174081679627,False,
Mustang,Ford,2014,4,1685,20000,100,14,10264,0.8301315712945874,1.771698160100892,-4.667673569202583,8,85.0,2033,92.0794228359864,False,
Mustang,Ford,2014,4,1685,20000,100,15,10248,0.8230761934195614,1.771698160100892,-1.8463305997536446,6,85.0,3632,107.43092833497026,False,
Mustang,Ford,2014,4,1685,20000,100,16,10155,0.8160208155445354,1.771698160100892,-0.24450850286349968,5,85.0,3700,116.17149883653842,False,
Mustang,Ford,2014,4,1685,20000,100,17,10109,0.8089654376695095,1.771698160100892,-2.860677508248381,2,85.0,3445,84.80095562013896,False,
Mustang,Ford,2014,4,1685,20000,100,18,10090,0.8019100597944835,1.771698160100892,-0.8283315242044376,1,85.0,3576,93.76050154871199,False,
Mustang,Ford,2014,4,1685,20000,100,19,10037,0.7848546819194575,1.771698160100892,0.010847717925489109,1,85.0,3703,83.28718961616752,False,
Mustang,Ford,2014,4,1685,20000,100,20,9999,0.7677993040444315,1.771698160100892,2.30209116723798,2,92.88254068291683,3179,110.15849320684677,False,
Mustang,Ford,2014,4,1685,20000,100,21,9967,0.7607439261694056,1.771698160100892,-1.509337055470235,0,85.0,4235,131.30239115766744,False,
Mustang,Ford,2014,4,1685,20000,100,22,9875,0.7436885482943796,1.771698160100892,3.6085423792987186,2,88.8211353184919,3740,97.69460190389874,False,
Mustang,Ford,2014,4,1685,20000,100,23,9843,0.7266331704193536,1.771698160100892,10.0,9,97.48009621257553,7000,200.0,False,
Mustang,Ford,2014,4,1685,20000,100,24,9753,0.7095777925443276,1.771698160100892,2.5524601403648886,10,85.0,4180,96.91933306185001,False,
Mustang,Ford,2014,4,1685,20000,100,25,9704,0.7025224146693017,1.771698160100892,-0.5323847726643667,9,85.06050805894118,3093,104.64409392640928,False,
Mustang,Ford,2014,4,1685,20000,100,27,9638,0.6884116589192497,1.771698160100892,-5.201558407829923,1,85.0,1001,40.843589179516556,False,
Mustang,Ford,2014,4,1685,20000,100,26,9687,0.6954670367942757,1.771698160100892,-4.856194313090884,5,85.0,3457,96.1659360367586,False,
Mustang,Ford,2014,4,1685,20000,100,28,9615,0.6813562810442237,1.771698160100892,-1.8128069104772395,0,85.0,4499,118.73872013677992,False,
Mustang,Ford,2014,4,1685,20000,100,29,9522,0.6743009031691978,1.771698160100892,-3.1964606567548657,0,85.0,3188,107.36149008687339,False,
Mustang,Ford,2014,4,1685,20000,100,31,9450,0.6501901474191458,1.771698160100892,0.07987932078068383,0,86.69166868003792,3944,139.30769991462338,False,
Mustang,Ford,2014,4,1685,20000,100,30,9522,0.6672455252941718,1.771698160100892,-4.0446341867977464,0,85.0,2815,84.28337320810975,False,
Mustang,Ford,2014,4,1685,20000,100,32,9427,0.6331347695441198,1.771698160100892,8.019037050110217,5,97.04283978366404,7000,200.0,False,
Mustang,Ford,2014,4,1685,20000,100,33,9352,0.6160793916690939,1.771698160100892,10.0,12,100.55671227513224,6855,160.62730360644719,False,
Mustang,Ford,2014,4,1685,20000,100,34,9318,0.6090240137940679,1.771698160100892,-9.29201383632861,5,85.0,1378,23.819063491337914,False,
Mustang,Ford,2014,4,1685,20000,100,35,9293,0.6019686359190419,1.771698160100892,-6.835853983427192,0,85.0,2553,69.34721140982788,False,
Mustang,Ford,2014,4,1685,20000,100,36,9222,0.594913258044016,1.771698160100892,-1.5875415891874587,0,85.40645743239118,2500,52.84007430674667,False,
Mustang,Ford,2014,4,1685,20000,100,37,9182,0.57785788016899,1.771698160100892,4.714740330944515,3,92.90694937406118,4426,118.4141735480841,False,
Mustang,Ford,2014,4,1685,20000,100,38,9156,0.560802502293964,1.771698160100892,0.5809286476164246,3,85.32722012146476,4448,127.82894620998937,False,
Mustang,Ford,2014,4,1685,20000,100,39,9072,0.553747124418938,1.771698160100892,-2.881199053137832,0,85.0,2553,84.08426712184473,False,
Mustang,Ford,2014,4,1685,20000,100,40,9027,0.536691746543912,1.771698160100892,2.145281839520638,1,89.1295396221317,4663,156.91911727754785,False,
Mustang,Ford,2014,4,1685,20000,100,41,8959,0.5296363686688861,1.771698160100892,-6.699105097188603,0,85.0,1515,70.10477103217468,False,
Mustang,Ford,2014,4,1685,20000,100,42,8909,0.5225809907938601,1.771698160100892,-10.0,0,85.0,800,0.0,False,
Mustang,Ford,2014,4,1685,20000,100,43,8847,0.5155256129188341,1.771698160100892,-9.35546072666362,0,85.0,800,20.69913994318499,False,
Mustang,Ford,2014,4,1685,20000,100,44,8798,0.5084702350438082,1.771698160100892,-9.708416002657911,0,85.0,800,48.586832959639516,False,
Mustang,Ford,2014,4,1685,20000,100,45,8722,0.5014148571687822,1.771698160100892,-10.0,0,85.0,800,20.738611838015977,False,
Mustang,Ford,2014,4,1685,20000,100,46,8706,0.4943594792937563,1.771698160100892,-10.0,0,85.0,800,31.36252389744987,False,
Mustang,Ford,2014,4,1685,20000,100,47,8673,0.4873041014187304,1.771698160100892,-10.0,0,85.0,800,32.951885952641675,False,
Mustang,Ford,2014,4,1685,20000,100,48,8619,0.48024872354370446,1.771698160100892,-0.8273395212974961,0,85.72204565372316,3511,89.38228252264842,False,
Mustang,Ford,2014,4,1685,20000,100,49,8570,0.47319334566867854,1.771698160100892,-4.911491240803343,0,85.0,4707,124.54580761976557,False,
Mustang,Ford,2014,4,1685,20000,100,50,8494,0.46613796779365263,1.771698160100892,-3.390522087816213,0,85.0,2301,96.74813093176189,False,
Mustang,Ford,2014,4,1685,20000,100,51,8490,0.4490825899186267,1.771698160100892,0.19956071737601677,0,85.0,3420,101.33595751360244,False,
Mustang,Ford,1990,4,1685,20000,101,1,5240,0.6813809104227327,1.771698160100892,7.506278241007331,5,94.31055597187151,5176,142.9218006765392,False,
Mustang,Ford,1990,4,1685,20000,101,2,5209,0.6643255325477068,1.771698160100892,10.0,12,102.5346860635381,6138,150.5160473389833,False,
Mustang,Ford,1990,4,1685,20000,101,3,5165,0.6472701546726808,1.771698160100892,10.0,19,104.22970120352554,4496,150.2590113709009,False,
Mustang,Ford,1990,4,1685,20000,101,4,5119,0.6302147767976548,1.771698160100892,10.0,26,101.4359533478577,6057,156.87935902689105,False,
Mustang,Ford,1990,4,1685,20000,101,5,5037,0.6131593989226288,1.771698160100892,10.0,33,101.71734114391025,6342,162.4049386505475,False,
Mustang,Ford,1990,4,1685,20000,101,6,4980,0.5954211780532722,1.615358389355365,10.0,39,105.24655413080583,6838,185.9224412638546,False,
Mustang,Ford,1990,4,1685,20000,101,7,4938,0.5776829571839156,1.615358389355365,10.0,45,100.33278399780677,6439,198.33366004917283,False,
Mustang,Ford,1990,4,1685,20000,101,8,4934,0.559944736314559,1.615358389355365,6.672247554404713,49,98.92306632399993,5243,147.86833667908326,False,
Mustang,Ford,1990,4,1685,20000,101,9,4849,0.5422065154452024,1.615358389355365,0.3589264547032629,49,86.33144272130767,2415,37.818583737034416,False,
Mustang,Ford,1990,4,1685,20000,101,10,4759,0.5344682945758458,1.615358389355365,-4.699888207464989,45,85.0,2334,44.79612366467844,False,
Mustang,Ford,1990,4,1685,20000,101,11,4712,0.5267300737064892,1.615358389355365,-3.266254037531813,42,85.0,1933,60.14778974647542,False,
Mustang,Ford,1990,4,1685,20000,101,12,4672,0.5189918528371326,1.615358389355365,-6.351413808334612,37,85.0,2203,55.82608082896189,False,
Mustang,Ford,1990,4,1685,20000,101,13,4640,0.511253631967776,1.615358389355365,-9.85689928762079,30,85.0,972,34.01354025948563,False,
Mustang,Ford,1990,4,1685,20000,101,14,4594,0.5035154110984194,1.615358389355365,-7.457525656490919,25,85.0,800,45.22320242534168,False,
Mustang,Ford,1990,4,1685,20000,101,15,4539,0.49577719022906275,1.615358389355365,-10.0,18,85.0,800,4.942094754667949,False,
Mustang,Ford,1990,4,1685,20000,101,16,4504,0.48803896935970614,1.615358389355365,-8.099360302974922,12,85.0,2190,92.89754949763284,False,
Mustang,Ford,1990,4,1685,20000,101,17,4491,0.48030074849034954,1.615358389355365,-9.921503168759008,5,85.0,800,19.588910537259608,False,
Mustang,Ford,1990,4,1685,20000,101,18,4472,0.47256252762099293,1.615358389355365,-10.0,0,85.0,800,40.613264389735654,False,
Mustang,Ford,1990,4,1685,20000,101,19,4425,0.4548243067516363,1.615358389355365,1.6449719564597647,1,85.02026395223541,4739,167.40385341006794,False,
Mustang,Ford,1990,4,1685,20000,101,20,4379,0.4370860858822797,1.615358389355365,6.426615941483236,5,96.1626851123466,3440,73.22882498116842,False,
Mustang,Ford,1990,4,1685,20000,101,21,4349,1.0,1.615358389355365,4.2602276554532885,7,94.31579008495208,4863,168.64673079766618,False,
Mustang,Ford,1990,4,1685,20000,101,22,4252,0.9822617791306434,1.615358389355365,2.978265668631064,8,88.22147795949527,4420,104.77172513819411,False,
Mustang,Ford,1990,4,1685,20000,101,23,4167,0.9645235582612868,1.615358389355365,8.233281552143069,13,90.3746648023981,5332,150.05946376824423,False,
Mustang,Ford,1990,4,1685,20000,101,24,4120,0.9467853373919302,1.615358389355365,10.0,19,100.51141287473209,7000,193.48723235400644,False,
Mustang,Ford,1990,4,1685,20000,101,25,4103,0.9290471165225735,1.615358389355365,10.0,25,98.63379782298045,6220,152.34729804501424,False,
Mustang,Ford,1990,4,1685,20000,101,26,4009,0.9113088956532169,1.615358389355365,10.0,31,99.0250421011699,7000,200.0,False,
Mustang,Ford,1990,4,1685,20000,101,27,3943,,1.615358389355365,6.4922994279098205,35,94.33921894446034,3476,92.9241150231244,False,
Mustang,Ford,1990,4,1685,20000,101,28,3910,,1.615358389355365,0.8535074367060513,35,87.05116835432575,3885,122.7422446080115,False,
Mustang,Ford,1990,4,1685,20000,101,29,3898,,1.615358389355365,-2.491898941161411,33,85.0,2392,110.07634668826276,False,
Mustang,Ford,1990,4,1685,20000,101,30,3868,,1.615358389355365,-4.183548221460844,30,,2926,104.51724499614652,False,
Mustang,Ford,1990,4,1685,20000,101,31,3839,,1.615358389355365,-0.10777123402054833,29,85.0,3243,120.6861451502564,False,
Mustang,Ford,1990,4,1685,20000,101,32,3755,0.8443567444150901,1.5131254142980386,-0.29341265910544817,28,85.84837325402005,4868,139.25314081239776,False,
Mustang,Ford,1990,4,1685,20000,101,33,3720,0.8260956975237463,1.5131254142980386,0.5343876779581351,28,85.0,3975,103.49687879839942,False,
Mustang,Ford,1990,4,1685,20000,101,34,3677,0.8178346506324026,1.5131254142980386,-2.017381834044508,26,85.0,3235,76.60623107825087,False,
Mustang,Ford,1990,4,1685,20000,101,35,3604,0.7995736037410588,1.5131254142980386,6.543887198456044,29,91.22335958790133,6687,127.70943552943501,False,
Mustang,Ford,1990,4,1685,20000,101,36,3546,0.781312556849715,1.5131254142980386,10.0,35,102.03610465766471,4680,130.34418680238534,False,
Mustang,Ford,1990,4,1685,20000,101,37,3530,0.7630515099583712,1.5131254142980386,10.0,41,100.83982282598544,6107,200.0,False,
Mustang,Ford,1990,4,1685,20000,101,38,3470,0.7447904630670275,1.5131254142980386,7.029441410005754,45,96.6731298789328,5039,139.62961521943615,False,
Mustang,Ford,1990,4,1685,20000,101,39,3430,0.7265294161756837,1.5131254142980386,1.8171288833353554,46,90.72520573459734,4432,132.8785852630848,False,
Mustang,Ford,1990,4,1685,20000,101,40,3422,0.7082683692843399,1.5131254142980386,0.10642850960077621,46,86.08207371837554,3532,112.89528440136702,False,
Mustang,Ford,1990,4,1685,20000,101,41,3378,0.7000073223929961,1.5131254142980386,-5.5858866238808105,42,85.0,1483,34.25524035737358,False,
Mustang,Ford,1990,4,1685,20000,101,42,3372,0.6950073223929961,2.5,-10.0,32,85.0,800,26.784722078096095,False,
Mustang,Ford,1990,4,1685,20000,101,43,3313,0.6900073223929961,2.5,-10.0,22,85.0,800,1.7663984396242043,False,
Mustang,Ford,1990,4,1685,20000,101,44,3309,0.6850073223929961,2.5,-10.0,12,85.0,800,54.61191586435184,False,
Mustang,Ford,1990,4,1685,20000,101,45,3252,0.6800073223929961,2.5,-10.0,2,85.0,800,43.96985914832083,False,
Mustang,Ford,1990,4,1685,20000,101,46,3205,0.6750073223929961,2.5,-10.0,0,85.0,1148,32.75053096449191,False,
Mustang,Ford,1990,4,1685,20000,101,47,3175,0.6700073223929961,2.5,-10.0,0,85.0,800,26.060063904435452,False,
Mustang,Ford,1990,4,1685,20000,101,48,3165,0.6650073223929961,2.5,-10.0,0,85.0,800,28.458753758522093,False,
Mustang,Ford,1990,4,1685,20000,101,49,3143,0.6600073223929961,2.5,-10.0,0,85.0,800,37.8365584586266,False,
Mustang,Ford,1990,4,1685,20000,101,50,3053,0.6550073223929961,2.5,-3.5789581500218803,0,85.0,1729,71.35220994507353,False,
Mustang,Ford,1990,4,1685,20000,101,51,2992,0.6400073223929961,2.5,0.2597045413003207,0,85.0,4168,89.62877356566493,False,
Mustang,Ford,1990,4,1685,20000,101,52,2915,0.6250073223929961,2.5,0.2597045413003207,0,86.59645430242928,3228,124.54839119476097,True,0
Mustang,Ford,1990,4,1685,20000,101,53,2862,0.610007322392996,2.5,0.2597045413003207,0,85.32318854600373,4701,127.25292385381243,True,0
Mustang,Ford,1990,4,1685,20000,101,54,2786,0.595007322392996,2.5,0.2597045413003207,0,86.3818348500563,3220,67.13876052236816,True,0
Mustang,Ford,1990,4,1685,20000,101,55,2746,0.580007322392996,2.5,0.2597045413003207,0,85.0,3554,128.8042145566887,True,0
Mustang,Ford,1990,4,1685,20000,101,56,2713,0.575007322392996,2.5,-2.698602675426725,0,85.0,1604,28.528247184688972,False,
Mustang,Ford,1990,4,1685,20000,101,57,2671,0.570007322392996,2.5,-5.659399312823553,0,85.0,1908,63.95845756694604,False,
Mustang,Ford,1990,4,1685,20000,101,58,2670,0.565007322392996,2.5,-1.3933541417780804,0,85.0,3665,54.14417627428871,False,
Mustang,Ford,1990,4,1685,20000,101,59,2619,0.560007322392996,2.5,-0.2793022257399269,0,85.0,3757,103.34664565593634,False,
Mustang,Ford,1990,4,1685,20000,101,60,2540,0.545007322392996,2.5,8.281214967932247,8,95.61628696335397,7000,136.67835051563293,False,
Mustang,Ford,1990,4,1685,20000,101,61,2446,0.530007322392996,2.5,10.0,18,100.54147682584247,7000,167.78310841907043,False,
Mustang,Ford,1990,4,1685,20000,101,62,2350,0.515007322392996,2.5,5.815822023112203,23,98.28875699088454,6081,163.16978345822602,False,
Mustang,Ford,1990,4,1685,20000,101,63,2253,0.500007322392996,2.5,5.1853142156671055,28,95.80460910105555,5463,127.5169086706805,False,
Mustang,Ford,1990,4,1685,20000,101,64,2184,0.48500732239299593,2.5,10.0,38,94.85716722901701,7000,183.85205422205087,False,
Mustang,Ford,1990,4,1685,20000,101,65,2140,0.4700073223929959,2.5,6.825957547831917,44,93.9306937510411,6704,183.8704850697801,False,
Mustang,Ford,1990,4,1685,20000,101,66,2115,0.4550073223929959,2.5,10.0,54,99.55773590588625,6223,190.9469067137238,False,
Mustang,Ford,1990,4,1685,20000,101,67,2016,0.4400073223929959,2.5,9.231945814034745,63,103.24784044306443,5880,178.3665239856475,False,
Mustang,Ford,1990,4,1685,20000,101,68,1951,0.4250073223929959,2.5,8.655567348358552,71,96.83148150775862,5377,143.17417886492353,False,
Mustang,Ford,1990,4,1685,20000,101,69,1878,0.41000732239299587,2.5,3.9341617968964995,74,87.16764309348694,6428,155.67432218386705,False,
Mustang,Ford,1990,4,1685,20000,101,70,1797,0.39500732239299585,2.5,10.0,84,97.62998585678596,5741,144.40991518604335,False,
Mustang,Ford,1990,4,1685,20000,101,71,1788,0.38000732239299584,2.5,5.183568831730782,89,91.18399022307318,6102,183.4466007654202,False,
Mustang,Ford,1990,4,1685,20000,101,72,1782,0.3650073223929958,2.5,6.380919949579134,95,94.37929624098577,6383,184.4626830154151,False,
Mustang,Ford,1990,4,1685,20000,101,73,1728,0.3500073223929958,2.5,10.0,105,100.18821465590516,6722,198.3997032325859,False,
Mustang,Ford,1990,4,1685,20000,101,74,1650,0.3350073223929958,2.5,1.8254564109979867,106,90.50453903850133,5421,148.04235085579165,False,
Mustang,Ford,1990,4,1685,20000,101,75,1594,0.3200073223929958,2.5,9.993654811176556,115,100.2233824692132,7000,185.6116573105483,False,
Mustang,Ford,1990,4,1685,20000,101,76,1560,0.30500732239299577,2.5,8.803673858710832,123,100.18820140339109,6419,196.97603652299532,False,
Mustang,Ford,1990,4,1685,20000,101,77,1532,0.29000732239299576,2.5,10.0,133,97.04365400896566,6461,153.98148362239726,False,
Mustang,Ford,1990,4,1685,20000,101,78,1514,0.27500732239299575,2.5,6.245040337771321,139,90.1506287830222,6700,184.00687403286923,False,
Mustang,Ford,1990,4,1685,20000,101,79,1494,0.26000732239299573,2.5,10.0,149,97.64225860354331,6781,184.71447628901694,False,
Mustang,Ford,1990,4,1685,20000,101,80,1444,0.24500732239299572,2.5,0.5280930800398558,149,85.0,3112,35.687983459884165,False,
Mustang,Ford,1990,4,1685,20000,101,81,1353,0.2300073223929957,2.5,0.6036075355278154,149,85.0,5303,183.3164064360712,False,
Mustang,Ford,1990,4,1685,20000,101,82,1271,1.0,2.5,-1.8196243020759375,147,85.0,2358,37.095683609004645,False,
Mustang,Ford,1990,4,1685,20000,101,83,1224,0.985,2.5,4.241098244796646,151,93.30250296242046,6105,174.01880645385813,False,
Mustang,Ford,1990,4,1685,20000,101,84,1223,0.97,2.5,6.628710137555525,157,99.52639984146477,7000,146.80377240965865,False,
Mustang,Ford,1990,4,1685,20000,101,85,1221,0.955,2.5,10.0,167,99.83553638823498,6522,175.01373548235887,False,
Mustang,Ford,1990,4,1685,20000,101,86,1210,0.95,2.5,-2.137069111400704,164,85.0,4230,152.519302571141,False,
Mustang,Ford,1990,4,1685,20000,101,87,1177,0.945,2.5,-9.138632097227209,154,85.0,947,29.85928499511723,False,
Mustang,Ford,1990,4,1685,20000,101,88,1089,0.94,2.5,-6.631662725564051,147,85.0,1720,64.86541620610177,False,
Mustang,Ford,1990,4,1685,20000,101,89,1064,0.9349999999999999,2.5,-10.0,137,85.0,800,12.933562877285624,False,
Mustang,Ford,1990,4,1685,20000,101,90,1047,0.9299999999999999,2.5,-8.516941418172525,128,,800,0.0,False,
Mustang,Ford,1990,4,1685,20000,101,91,980,0.9249999999999999,2.5,-5.117957874880686,122,85.0,1547,20.807283384512722,False,
Mustang,Ford,1990,4,1685,20000,101,92,974,0.9199999999999999,2.5,-0.5189412665091435,121,85.0,3261,96.9913425675397,False,
Mustang,Ford,1990,4,1685,20000,101,93,943,0.9049999999999999,2.5,4.773459068346533,125,90.97291261961792,5145,160.9883349805027,False,
Mustang,Ford,1990,4,1685,20000,101,94,863,,2.5,4.8219325220608384,129,92.80912826817625,5139,,False,
Mustang,Ford,1990,4,1685,20000,101,95,797,,2.5,9.610904015680443,138,101.17463214810395,5466,156.0066240447813,False,
Mustang,Ford,1990,4,1685,20000,101,96,791,,2.5,10.0,148,101.99464592329588,7000,194.66372426033263,False,
Mustang,Ford,1990,4,1685,20000,101,97,755,0.8449999999999999,2.5,7.712630680868894,155,97.01618947687417,6580,200.0,False,
Mustang,Ford,1990,4,1685,20000,101,98,662,0.8299999999999998,2.5,10.0,165,92.78092078049067,5178,140.0526208316564,False,
Mustang,Ford,1990,4,1685,20000,101,99,567,0.8149999999999998,2.5,10.0,165,101.03496798130331,6716,183.01384366076437,True,165
Mustang,Ford,1990,4,1685,20000,101,100,480,0.7999999999999998,2.5,10.0,165,100.64960958353974,5521,125.75975546209705,True,165
